,tBodyAcc-entropy()-X,"tBodyAcc-correlation()-X,Y","tBodyAcc-correlation()-Y,Z",tGravityAcc-mean()-Y,tGravityAcc-max()-X,tGravityAcc-max()-Z,tGravityAcc-min()-X,tGravityAcc-min()-Y,tGravityAcc-energy()-Y,"tGravityAcc-arCoeff()-Y,1","tGravityAcc-arCoeff()-Y,3","tGravityAcc-arCoeff()-Z,2","tGravityAcc-arCoeff()-Z,4",tBodyGyro-max()-X,tBodyGyro-min()-X,"tBodyGyro-arCoeff()-Y,1","tBodyGyro-correlation()-Y,Z",tBodyGyroJerk-iqr()-Y,tGravityAccMag-arCoeff()1,fBodyAcc-max()-X,fBodyAcc-max()-Y,fBodyAccJerk-max()-Y,"fBodyAccJerk-bandsEnergy()-1,16",fBodyGyro-maxInds-X,fBodyGyro-meanFreq()-X,fBodyAccMag-mad(),fBodyAccMag-energy(),fBodyBodyGyroJerkMag-std(),"angle(Y,gravityMean)",label
4267,-0.55040879,0.12871081,-0.41045401,0.60716812,-0.20473011,0.76484817,-0.096263879,0.62397301,-0.24584135,-0.2695548,-0.47128895,0.5092899,0.54652428,-0.86639745,0.83024685,-0.2656571,0.33942524,-0.97720246,0.017331781,-0.98743195,-0.97369303,-0.95880649,-0.9998665,-0.66666667,-0.25207063,-0.96962752,-0.99937122,-0.98683005,-0.37034773,6
4268,-0.86144438,0.34183624,-0.50959416,0.6057161,-0.20530119,0.76955838,-0.10544957,0.62146375,-0.24933792,0.095901818,-0.11667806,0.45489735,0.54242431,-0.88051033,0.83024685,-0.11711319,-0.095147973,-0.98062489,0.2150866,-0.99189028,-0.98627485,-0.97714743,-0.99992685,-0.6,-0.0096191694,-0.98201695,-0.99968147,-0.99032967,-0.36881962,6
4269,-0.84967219,0.4351298,-0.35546475,0.60360978,-0.21044661,0.77155229,-0.10841848,0.62003749,-0.25439838,-0.040724418,-0.096718107,0.33044421,0.44622035,-0.87774684,0.8383281,-0.0074011756,-0.27933561,-0.98662158,0.13897475,-0.99659171,-0.99197169,-0.98633989,-0.99997041,-0.53333333,0.019821008,-0.99034914,-0.99988359,-0.99207828,-0.3668126,6
4270,-0.43340012,0.41195121,-0.29561067,0.60269125,-0.21968823,0.77160283,-0.10868701,0.62003749,-0.25660242,-0.15138327,-0.29264348,0.36865417,0.4716857,-0.87342503,0.83518915,-0.059140557,-0.46917614,-0.98578336,0.069957216,-0.99376342,-0.98591108,-0.98058912,-0.99993286,-0.73333333,-0.17888946,-0.9834587,-0.99979079,-0.99100848,-0.36577418,6
4271,-0.11893376,0.48359161,-0.40542817,0.60375214,-0.21492473,0.77160283,-0.10868701,0.6200692,-0.25405804,-0.12089367,-0.21848081,0.42737102,0.50133774,-0.84223581,0.83518915,-0.25993998,-0.055163778,-0.97826953,-0.027739032,-0.99071568,-0.97551925,-0.96143048,-0.99992228,-0.73333333,-0.33172142,-0.96938829,-0.99937778,-0.97333092,-0.36653086,6
4272,-0.09841725,0.51687934,-0.58452582,0.6054806,-0.20346603,0.77113521,-0.10665683,0.62208492,-0.24990502,-0.18201461,-0.20443095,0.32118867,0.34585323,-0.84223581,0.83084711,-0.32336017,0.10171897,-0.97683753,-0.076520905,-0.98224398,-0.97560773,-0.96310173,-0.99988593,-0.6,-0.35070832,-0.96506722,-0.99917187,-0.97299818,-0.36841904,6
4273,-0.35398564,0.51751727,-0.63209066,0.60591753,-0.20343457,0.76899122,-0.10438577,0.62091407,-0.2488525,-0.26700504,-0.27285813,0.29573891,0.29656189,-0.87038933,0.83084711,-0.31030372,0.273051,-0.98169475,-0.18639664,-0.96669746,-0.97294295,-0.96414992,-0.99987696,-0.6,-0.27011475,-0.96151533,-0.99914344,-0.98765589,-0.36928929,6
4274,-0.034287156,0.63882965,-0.6811988,0.60471608,-0.20343457,0.77022189,-0.10662395,0.62044227,-0.25174016,-0.33184883,-0.28349231,0.36378376,0.35558002,-0.87038933,0.83092767,-0.32696035,0.41539109,-0.98281263,-0.32120404,-0.94501908,-0.96802424,-0.97526403,-0.9999097,-1.0,-0.16182121,-0.95944534,-0.99888167,-0.98918325,-0.36812739,6
4275,-0.13631724,0.75977999,-0.78376085,0.60492957,-0.20131393,0.77022189,-0.10809262,0.62015638,-0.25122543,-0.46415104,-0.41286257,0.24252322,0.23024829,-0.86094525,0.83142958,-0.41338077,0.2059559,-0.98577933,-0.44550526,-0.92613635,-0.95449608,-0.97823349,-0.99987444,-0.73333333,-0.24256689,-0.95156334,-0.99830389,-0.99108147,-0.36831814,6
4276,-0.10311545,0.70094997,-0.70423799,0.60377597,-0.20131393,0.77244443,-0.11583703,0.61833126,-0.25398927,-0.30894638,-0.23901888,0.44384348,0.4372852,-0.86094525,0.82107552,-0.43222761,0.1748741,-0.97995661,-0.3290795,-0.9218921,-0.94809672,-0.97145601,-0.9998513,-0.73333333,-0.48204485,-0.94674147,-0.99807421,-0.98482263,-0.36765501,6
4277,0.11266087,0.60293629,-0.65528013,0.60312424,-0.21137166,0.77244443,-0.11583703,0.61833126,-0.25555874,-0.24137407,-0.16597737,0.33692199,0.33227564,-0.86212704,0.82107552,-0.38090646,0.24386576,-0.97682234,-0.30569228,-0.93918289,-0.95695232,-0.96379239,-0.99990368,-1.0,-0.084749328,-0.94682315,-0.9983017,-0.98380873,-0.36716595,6
4278,-0.15879427,0.53817979,-0.68639582,0.60369758,-0.20994016,0.76918537,-0.1068175,0.62011288,-0.25418789,-0.27323167,-0.22635116,0.50040752,0.50594893,-0.86728482,0.82665959,-0.33856566,0.15063563,-0.97870559,-0.36779939,-0.95141608,-0.96799191,-0.96592661,-0.99987227,-0.6,-0.27518716,-0.95575666,-0.99882441,-0.99107917,-0.36769162,6
4279,-0.10181631,0.60486292,-0.7099988,0.60237282,-0.20993434,0.77226416,-0.10940133,0.61845035,-0.25736356,-0.23409969,-0.19276781,0.46926249,0.47139574,-0.86569482,0.82665959,-0.45005641,0.24662903,-0.98180662,-0.33140432,-0.94809477,-0.96785239,-0.97066858,-0.99987983,-1.0,-0.34578836,-0.95650622,-0.99887479,-0.98932345,-0.36641185,6
4280,-0.053469653,0.58290616,-0.69300346,0.60273119,-0.20449521,0.77226416,-0.10940133,0.61845035,-0.2565019,-0.22555165,-0.15828108,0.28451652,0.27736845,-0.86569482,0.83085401,-0.57043765,0.30068742,-0.98560752,-0.11890738,-0.95222326,-0.96516532,-0.97315932,-0.99991062,-1.0,-0.31640442,-0.96199023,-0.99898907,-0.98773995,-0.36640875,6
4282,0.013285543,0.3587411,-0.69114399,0.62080724,0.036292039,0.78957747,-0.17860981,0.6066596,-0.21129991,-0.85833733,-0.88297605,0.94216647,0.94313785,-0.81849648,0.62032612,0.0096163501,-0.56848434,-0.94814684,-0.47648903,-0.82081997,-0.79683322,-0.87846584,-0.99717425,-0.86666667,-0.60998751,-0.59341098,-0.90527096,-0.88026637,-0.38732621,6
4283,-0.14625782,0.13342504,-0.65458617,0.59743103,-0.26064831,0.78957747,-0.17860981,0.6066596,-0.26904086,-0.71344065,-0.67980835,0.91815942,0.92185178,-0.88172056,0.74128546,-0.23225182,-0.31702038,-0.98290726,-0.20797035,-0.92946557,-0.94716214,-0.96446839,-0.99977832,-1.0,-0.055719667,-0.9556071,-0.99861387,-0.96070517,-0.36213937,6
4284,-0.21756868,0.29913211,-0.50047903,0.59951326,-0.26064831,0.7876122,-0.18116168,0.60843491,-0.26417455,-0.77395732,-0.75033504,0.12357543,0.11014557,-0.8789092,0.8118337,-0.24851994,0.022535585,-0.99126463,-0.12659476,-0.93078834,-0.98026196,-0.99016994,-0.99993677,-1.0,-0.11175447,-0.96451043,-0.99875762,-0.99466657,-0.36308637,6
4285,-0.13001686,0.56767355,-0.33210233,0.60155573,-0.2817064,0.78640613,-0.18116168,0.61860036,-0.2593194,-0.49557874,-0.44760619,0.13621848,0.12907082,-0.8789092,0.84475659,-0.1367116,-0.22332373,-0.98963496,0.14838486,-0.97525217,-0.99095951,-0.99503736,-0.9999566,-1.0,-0.14594437,-0.98094249,-0.99954217,-0.99450746,-0.36499171,6
4286,-0.75936582,0.42321064,-0.24155973,0.60155551,-0.2817064,0.78635205,-0.17622685,0.61780047,-0.25931971,0.02224823,0.11501576,0.39515124,0.39575217,-0.88039216,0.84433341,-0.13764479,-0.27725885,-0.99163476,0.13900906,-0.98195878,-0.99587704,-0.99229878,-0.9999724,-1.0,0.063794836,-0.97956737,-0.99944863,-0.99462212,-0.36520393,6
4287,-0.34658495,0.75129142,-0.65120235,0.59958758,-0.28217794,0.79269016,-0.19422663,0.61514943,-0.26401209,-0.17288135,-0.089625082,0.4384195,0.43187262,-0.87491572,0.84433341,-0.15118066,0.22528271,-0.9920102,-0.3186317,-0.94807616,-0.9847392,-0.98926698,-0.99992962,-1.0,-0.20901551,-0.96789373,-0.99906706,-0.99504378,-0.36319102,6
4288,0.17102777,0.79522266,-0.69809333,0.59884995,-0.27269477,0.79269016,-0.19422663,0.61514943,-0.26577004,-0.090830815,0.027956574,0.60981077,0.60208024,-0.87491572,0.83924477,-0.20386095,0.30834705,-0.99115715,-0.20447538,-0.93362016,-0.97809613,-0.99115859,-0.99990978,-1.0,-0.2422924,-0.95860464,-0.99789025,-0.99486437,-0.36233886,6
4289,-0.17267455,0.88356252,-0.79193347,0.60077496,-0.27013486,0.79252797,-0.19335488,0.61525261,-0.2611799,-0.14308831,-0.02781458,0.56059636,0.55069627,-0.88436636,0.83924477,-0.19931343,0.090707445,-0.99376709,-0.016034983,-0.93430978,-0.97934055,-0.99360279,-0.9999648,-0.66666667,0.099306066,-0.96028197,-0.99851433,-0.9938628,-0.36456801,6
4290,-0.30509679,0.84793626,-0.75256846,0.59954181,-0.27013486,0.79184592,-0.19261285,0.6138962,-0.26411418,-0.44891692,-0.38080022,0.45944674,0.45077418,-0.87738576,0.84245689,-0.28907717,0.046372807,-0.99522703,-0.064707714,-0.93975238,-0.97440927,-0.99539023,-0.99996925,-1.0,-0.23925653,-0.96750917,-0.99900043,-0.99555884,-0.36365564,6
4291,0.15469595,0.86613437,-0.7577009,0.59840431,-0.26789823,0.79184592,-0.19261285,0.6138962,-0.26682487,-0.3089404,-0.21720901,0.48793968,0.47738639,-0.87738576,0.83852321,-0.3712361,0.33643863,-0.9914832,-0.22409207,-0.93225937,-0.96508014,-0.99020171,-0.99992992,-1.0,-0.20353582,-0.95533629,-0.99787757,-0.99568932,-0.36240629,6
4292,-0.26738211,0.9218519,-0.83428965,0.60106645,-0.26636712,0.79153558,-0.19076639,0.61413458,-0.26047746,-0.33269671,-0.24284874,0.30275587,0.28830895,-0.88203322,0.83735433,-0.34852866,0.17070905,-0.99133336,-0.33556885,-0.91588418,-0.96128933,-0.99271372,-0.999948,-1.0,-0.054438949,-0.95414821,-0.9982176,-0.99589249,-0.36488086,6
4293,-0.03625255,0.91018375,-0.84538262,0.59999671,-0.26636712,0.7922726,-0.19201079,0.61476899,-0.2630277,-0.28151751,-0.18715785,0.38706859,0.37579557,-0.87807174,0.83735433,-0.29488102,0.23758182,-0.99439641,-0.36628755,-0.91202635,-0.96191799,-0.99331832,-0.99995543,-1.0,-0.20784563,-0.9636112,-0.99857857,-0.99496235,-0.36373728,6
4294,0.055652527,0.89882456,-0.79818483,0.59910311,-0.2786043,0.7922726,-0.19201079,0.61476899,-0.26516581,-0.26216624,-0.16722366,0.18987235,0.17720615,-0.87807174,0.8373231,-0.32998575,0.39931574,-0.99449759,-0.28725713,-0.91781582,-0.96446336,-0.99279795,-0.99994138,-1.0,-0.37479675,-0.97147617,-0.99872229,-0.99405589,-0.36254651,6
4295,-0.15395189,0.90120748,-0.80904914,0.59925333,-0.2786043,0.79142621,-0.18999284,0.61486544,-0.26480849,-0.10230102,0.01612609,0.10322562,0.089208577,-0.87913448,0.8373231,-0.31977418,0.30373857,-0.994767,-0.25680002,-0.92420016,-0.96642332,-0.99455333,-0.99994509,-1.0,-0.27002962,-0.97017196,-0.99882203,-0.99497388,-0.36268424,6
4296,-0.054541901,0.88779573,-0.71422698,0.59924319,-0.27978656,0.79142621,-0.18999284,0.61486544,-0.26483139,-0.04522616,0.081918117,0.01397891,0.0013056512,-0.87913448,0.83999798,-0.20361079,0.26001721,-0.99522155,-0.12609705,-0.93278368,-0.96723513,-0.99361224,-0.99994721,-1.0,-0.25961768,-0.97200892,-0.99898537,-0.99663305,-0.36274614,6
4297,-0.19088898,0.86844792,-0.68006383,0.5995727,-0.27978656,0.79158067,-0.18954334,0.61362303,-0.26404468,-0.16247417,-0.049778306,0.1254407,0.11190093,-0.87890117,0.83999798,-0.24064705,0.23346441,-0.99549006,-0.04925038,-0.93955326,-0.9657715,-0.99061502,-0.99994972,-1.0,-0.34196074,-0.97863513,-0.99935431,-0.99689203,-0.3630427,6
4298,-0.15964068,0.80914849,-0.63718795,0.59783558,-0.28153937,0.79158067,-0.18954334,0.61361153,-0.26818088,-0.42259542,-0.34840976,0.26555126,0.25819175,-0.87890117,0.83922946,-0.30229567,0.092527271,-0.99458182,0.028769645,-0.94716167,-0.96971079,-0.99443706,-0.99995834,-1.0,-0.2911965,-0.9759361,-0.99939108,-0.99603072,-0.36154959,6
4299,-0.078462373,0.79854732,-0.52791612,0.59757504,-0.29115991,0.79155279,-0.18942594,0.61361153,-0.26880418,-0.39627598,-0.32687908,0.28269171,0.28720449,-0.88015435,0.83922946,-0.20020632,0.02032045,-0.99367936,0.094394346,-0.9498028,-0.97575002,-0.99413288,-0.99997691,-1.0,-0.1886376,-0.97999472,-0.99931398,-0.99649555,-0.36136502,6
4300,-0.041728638,0.81374651,-0.64949805,0.5987554,-0.28246564,0.79005635,-0.18792844,0.61517206,-0.26599607,-0.35104216,-0.2707009,0.36707,0.36505535,-0.88015435,0.8424594,-0.24983436,0.13186485,-0.99474851,-0.14104931,-0.94932669,-0.97559213,-0.99402604,-0.99997296,-1.0,-0.20980592,-0.97593323,-0.99915481,-0.99669831,-0.36251887,6
4301,-0.42525168,0.82648481,-0.65624059,0.59946528,-0.28246564,0.79275121,-0.19119947,0.61428515,-0.26430482,-0.34444876,-0.25859505,0.53418381,0.52871111,-0.8824505,0.84069626,-0.29434507,0.14369413,-0.99440626,-0.17293814,-0.95254902,-0.97803297,-0.99478791,-0.99998631,-1.0,0.04588489,-0.97055107,-0.99911392,-0.99664047,-0.363074,6
4302,-0.020117381,0.92721611,-0.83787301,0.59711135,-0.28246996,0.79476654,-0.19729748,0.61238477,-0.26989489,-0.0012169859,0.13533009,0.55757187,0.54893583,-0.87845323,0.84069626,-0.13306092,0.065540414,-0.99428983,-0.17269342,-0.93109657,-0.96875338,-0.99391486,-0.99997821,-1.0,-0.1297447,-0.96991863,-0.99879706,-0.99735482,-0.36083685,6
4303,0.055611243,0.81525137,-0.8010489,0.59676549,-0.28125078,0.79476654,-0.19729748,0.61238477,-0.27071979,-0.21199624,-0.10857449,0.58586315,0.57841471,-0.87845323,0.84014145,-0.19887989,0.078731364,-0.99387277,-0.26512512,-0.93491045,-0.97577353,-0.99471113,-0.99995439,-1.0,-0.12151474,-0.96612843,-0.99865891,-0.99386196,-0.36094339,6
4304,0.44626268,-0.16842511,0.4852074,-0.35637547,0.80363351,-0.21652678,0.85858587,-0.36937343,-0.77792288,-0.35766295,-0.33823227,0.54702281,0.67337377,-0.31826369,0.25783177,-0.41481054,0.24476387,-0.40023023,-0.01112603,-0.48219149,-0.32984087,-0.34451282,-0.78430552,-0.6,-0.040290422,-0.34083909,-0.75208974,-0.32203007,0.33091361,1
4305,0.50231324,-0.12230407,0.53946699,-0.35788375,0.80363351,-0.21397439,0.86366399,-0.35328192,-0.77643922,-0.31307896,-0.39189293,0.44154201,0.63279071,-0.27407995,0.25783177,-0.2026858,0.4750872,-0.32833632,-0.010791421,-0.22493308,-0.1471732,-0.23543525,-0.73736328,-0.86666667,-0.14242233,-0.3217581,-0.73060851,-0.38019134,0.33303081,1
4306,0.50629676,-0.22508835,0.505834,-0.37334349,0.80926385,-0.20490952,0.86366399,-0.35328192,-0.75641367,-0.37112353,-0.4607787,0.38109163,0.58419694,-0.27407995,0.39499277,-0.11907643,0.63582821,-0.44106136,-0.05157592,-0.20337717,-0.22925226,-0.39441862,-0.53831197,-0.93333333,-0.10221708,-0.061868157,-0.61275058,-0.36078032,0.34363281,1
4307,0.43127522,-0.33974271,0.44973738,-0.359378,0.81132328,-0.2041882,0.86463156,-0.35077271,-0.7750309,-0.31039517,-0.39510878,0.30858228,0.52897127,-0.30553447,0.39911327,-0.12609698,0.62384244,-0.41693774,-0.019387671,-0.23482363,-0.16121302,-0.28877985,-0.45819831,-0.86666667,-0.19269341,-0.075529157,-0.56496481,-0.38658224,0.33202726,1
4308,0.36976774,-0.31800751,0.41409965,-0.3498583,0.81132328,-0.20185432,0.87768472,-0.32639455,-0.78762003,-0.21848143,-0.28389351,0.16751362,0.39279782,-0.14905126,0.39911327,-0.1801312,0.64972715,-0.4535099,-0.071929346,-0.27712953,-0.098814003,-0.18427224,-0.63979828,-0.93333333,-0.045140837,-0.22024026,-0.68576443,-0.42589938,0.32611485,1
4309,0.43408805,-0.20849605,0.45326994,-0.35614394,0.80473448,-0.19730496,0.87368659,-0.33573446,-0.77944498,-0.270697,-0.35825659,0.31460369,0.518508,-0.14905126,0.4157931,-0.19108952,0.65520476,-0.52709516,-0.10937248,-0.3049469,-0.11044334,-0.21558068,-0.67328093,-0.86666667,-0.10080841,-0.33159541,-0.7297533,-0.46204473,0.33231285,1
4310,0.51748788,-0.21333237,0.52285911,-0.36296864,0.78992027,-0.19715111,0.87368659,-0.33573446,-0.77051579,-0.23560877,-0.34493695,0.33897064,0.5170027,-0.38157049,0.4157931,-0.17421255,0.6742118,-0.56197915,-0.073756171,-0.25183854,-0.14512025,-0.38230146,-0.63967527,-0.93333333,0.06592607,-0.32730038,-0.7428674,-0.46859269,0.33711773,1
4311,0.40966414,-0.35281763,0.46914778,-0.35908693,0.80370806,-0.19715111,0.87915984,-0.33534532,-0.77560123,-0.15291129,-0.23223724,0.13309843,0.32331069,-0.38157049,0.3956959,-0.16245825,0.64900372,-0.54292581,-0.03771816,-0.21730104,-0.15864056,-0.30697158,-0.66465397,-0.86666667,-0.037496359,-0.29427244,-0.73202073,-0.41654053,0.33358851,1
4312,0.36095396,-0.34792531,0.39379413,-0.35653587,0.80798168,-0.19622785,0.88459409,-0.33809971,-0.77895657,-0.18906195,-0.25948868,0.21441869,0.42055132,-0.36006201,0.3956959,-0.23897323,0.61695142,-0.45369195,-0.039095035,-0.27596884,-0.12224635,-0.23767966,-0.73605161,-0.93333333,0.13425089,-0.38843069,-0.75313244,-0.39443764,0.33050344,1
4313,0.44531696,-0.25561013,0.40794018,-0.36479781,0.80798168,-0.19622785,0.88889008,-0.34122475,-0.7679972,-0.24215279,-0.33131162,0.38640218,0.60069872,-0.36006201,0.41543323,-0.22447851,0.59332535,-0.48616773,0.030712531,-0.2688105,-0.11154164,-0.23112843,-0.67485043,-0.86666667,-0.030408132,-0.39537601,-0.76695195,-0.52018019,0.33586649,1
4314,0.48710081,-0.26837911,0.40076733,-0.37029706,0.80132582,-0.19722801,0.88889008,-0.34122475,-0.76066856,-0.12269069,-0.21861536,0.30334019,0.49010051,-0.27415852,0.41543323,-0.10397999,0.61906018,-0.51146604,0.088731597,-0.23160639,-0.25454452,-0.32703624,-0.64790879,-0.93333333,0.054186809,-0.3340685,-0.71085535,-0.46188402,0.33970136,1
4315,0.46944215,-0.38220902,0.40522986,-0.36545757,0.80132582,-0.20206085,0.89102555,-0.34067339,-0.76715461,-0.07584453,-0.1197263,0.17784205,0.35526548,-0.27415852,0.31251119,-0.096676801,0.57488019,-0.49345329,0.00010220174,-0.26311376,-0.17940349,-0.18045724,-0.71489866,-0.93333333,-0.1611809,-0.27523578,-0.7010498,-0.36598424,0.33630667,1
4317,0.51748788,-0.4151131,0.54454623,-0.36238924,0.82245188,-0.20542812,0.89333957,-0.34113325,-0.77116249,-0.35590027,-0.46758329,0.42140032,0.59633453,-0.38924391,0.3399569,-0.044760457,0.61406436,-0.47309376,-0.136076,-0.1761274,-0.21832761,-0.42878868,-0.62505009,-0.93333333,-0.15215666,-0.14526585,-0.66245248,-0.456996,0.33219269,1
4318,0.42993865,-0.42668524,0.47284369,-0.37076662,0.82245188,-0.20536249,0.89855312,-0.34498476,-0.76001098,-0.22579734,-0.29026982,0.40432104,0.60243871,-0.35296157,0.44882716,-0.13806368,0.62018947,-0.47535966,-0.12910631,-0.20789728,-0.13432196,-0.48843508,-0.66002149,-0.86666667,-0.013728766,-0.25039771,-0.70068217,-0.45155162,0.33670398,1
4319,0.44773209,-0.38337491,0.50479446,-0.36951504,0.82040343,-0.20536249,0.88526114,-0.34498476,-0.76170532,-0.21128669,-0.2571296,0.32288483,0.52740247,-0.34100602,0.38229623,-0.33415111,0.66291753,-0.5335844,-0.028533692,-0.28909126,-0.072159425,-0.46916639,-0.64436309,-0.93333333,-0.086988475,-0.22962922,-0.67957867,-0.41214692,0.33759301,1
4320,0.41847792,-0.2998293,0.53370844,-0.37228657,0.80730969,-0.21307097,0.87163902,-0.35425534,-0.75786712,-0.22693477,-0.30790278,0.1862502,0.42381228,-0.21300928,0.38229623,-0.21969973,0.6467,-0.54890577,0.031251584,-0.31677682,-0.10062374,-0.2856589,-0.62939501,-0.86666667,-0.0051406948,-0.25547644,-0.66668896,-0.39080208,0.34146342,1
4321,0.4491346,-0.33832936,0.48441629,-0.37864743,0.79244598,-0.21318035,0.8712121,-0.35425534,-0.74914815,-0.25940473,-0.37183999,0.28242281,0.4769673,-0.21300928,0.41262952,-0.1174284,0.62533211,-0.42025389,-0.051447474,-0.2686466,-0.17087985,-0.3304789,-0.65485854,-0.93333333,-0.024005716,-0.20377016,-0.67942717,-0.409749,0.34675326,1
4322,0.37127225,-0.4379067,0.45823787,-0.37105708,0.78888516,-0.21074106,0.8712121,-0.35403219,-0.75948473,-0.14608657,-0.20936497,0.34660179,0.53805966,-0.33713354,0.41262952,-0.08328219,0.62385913,-0.41308007,-0.12452351,-0.22930756,-0.22327892,-0.24167635,-0.66891974,-0.86666667,0.029151135,-0.18371258,-0.68817815,-0.38322389,0.34195497,1
4323,0.43392217,-0.38164239,0.50908314,-0.36209376,0.79158768,-0.20826146,0.87959812,-0.33665809,-0.77167644,-0.045555696,-0.10619795,0.33761591,0.56035607,-0.3392024,0.30530548,-0.062524415,0.58723275,-0.49880312,0.049772558,-0.31646639,-0.19972542,-0.13000332,-0.63948737,-0.93333333,0.033380284,-0.20712159,-0.66912213,-0.34284037,0.3355105,1
4324,0.47825593,-0.30074431,0.49528811,-0.36593571,0.79158768,-0.20097363,0.87526036,-0.34176155,-0.76651656,-0.15972113,-0.26698689,0.34877852,0.54358688,-0.36615086,0.30530548,-0.099940236,0.55477258,-0.50749076,0.07334502,-0.33650757,-0.10972359,-0.073475035,-0.61759314,-0.86666667,-0.018801245,-0.27745844,-0.70400473,-0.41974853,0.33861832,1
4325,0.44688535,-0.27780817,0.42115826,-0.36890062,0.80102027,-0.20097363,0.87526036,-0.34176155,-0.76255804,-0.20688755,-0.31836958,0.32549635,0.49506159,-0.29609336,0.3207458,-0.17953449,0.57482123,-0.56563509,0.095141889,-0.38326464,-0.20774879,-0.31840576,-0.69333678,-0.93333333,-0.090925151,-0.31463282,-0.73714456,-0.49624871,0.34025686,1
4326,0.37150407,-0.30495287,0.37767129,-0.36410302,0.80102027,-0.19277631,0.88236222,-0.33885383,-0.76899463,-0.1186294,-0.16417872,0.30644494,0.48748045,-0.29609336,0.35364135,-0.16496885,0.51209105,-0.56594159,-0.015541496,-0.4466284,-0.34231515,-0.31675919,-0.75264492,-0.6,-0.024259744,-0.40053421,-0.7941964,-0.46865595,0.33599617,1
4327,0.33813543,-0.27665393,0.39537615,-0.36468948,0.80064907,-0.19277631,0.88556989,-0.34329395,-0.76819761,-0.1239562,-0.15987556,0.4277348,0.62739879,-0.29849535,0.35364135,-0.16113402,0.52380433,-0.61095303,-0.081219801,-0.43974242,-0.22833967,-0.4091519,-0.75247176,-0.93333333,-0.063909365,-0.4091146,-0.78485572,-0.46476606,0.33641823,1
4328,0.40787079,-0.16434978,0.44392407,-0.37225216,0.79755411,-0.19852851,0.87279076,-0.34706011,-0.75796819,-0.2368383,-0.30499976,0.49635582,0.69418778,-0.29849535,0.4261006,-0.032153782,0.52493503,-0.61127837,-0.044904202,-0.41284302,-0.21971886,-0.3040827,-0.76441517,-0.86666667,-0.18118904,-0.4996544,-0.81732285,-0.56680056,0.34206563,1
4329,0.3591965,-0.81067725,0.39025067,-0.3857438,0.82144953,-0.16653171,0.81637695,-0.3969145,-0.73847888,-0.60084095,-0.70642334,0.46746991,0.5248618,-0.76220777,0.42626273,-0.24879687,-0.28512308,-0.40894651,-0.52000533,0.37732134,0.20619273,-0.24220514,-0.43573203,-0.6,-0.13253358,0.32818217,-0.19512194,-0.65019687,0.35436829,3
4330,0.2413421,-0.77973962,0.41815318,-0.36636075,0.8339666,-0.16653171,0.86167163,-0.34451389,-0.76595492,-0.46197179,-0.57035727,0.34167763,0.47652758,-0.65395027,0.23587322,-0.18527908,-0.077710825,-0.43011118,-0.46146745,0.1023188,-0.15103182,-0.30324655,-0.40550285,-1.0,-0.25241717,0.34586489,-0.092756857,-0.69706336,0.33620218,3
4331,0.098013803,-0.70948659,0.46425275,-0.35436346,0.8339666,-0.16948693,0.89898033,-0.33521186,-0.78167089,-0.25119226,-0.33644567,0.15234965,0.35658844,-0.65395027,0.23587322,-0.22507553,0.029021312,-0.44927948,-0.23284046,0.27799649,-0.0337675,-0.14963151,-0.46829997,-1.0,-0.24833352,0.25800933,-0.19416703,-0.60834971,0.32720623,3
4332,0.17374167,-0.71265347,0.44197066,-0.34232545,0.82740032,-0.16506711,0.89898033,-0.3219097,-0.79710456,-0.35631917,-0.44171531,0.15023913,0.39211429,-0.49134892,0.42091447,-0.21555281,0.0023298818,-0.55069574,-0.079532465,0.31120707,0.05463789,-0.31419719,-0.55345955,-1.0,-0.36717404,0.020832985,-0.34829063,-0.6100595,0.31972056,3
4333,0.12950656,-0.63668852,0.43674792,-0.32867227,0.84495181,-0.14766208,0.91503328,-0.31209213,-0.81363321,-0.41815399,-0.50078151,0.11713243,0.30058745,-0.49134892,0.33732048,-0.077066151,0.10932983,-0.56484264,-0.079998442,0.10718825,-0.088023962,-0.37648354,-0.56449631,-1.0,-0.30270689,0.24691358,-0.2290438,-0.57141197,0.31013777,3
4334,0.12950656,-0.68697747,0.51371424,-0.32357992,0.84569423,-0.14766208,0.91503328,-0.31399193,-0.81974455,-0.43792068,-0.51938672,0.23581355,0.40524483,-0.40237589,0.33732048,-0.0042252329,0.18099266,-0.59737093,-0.25687864,0.19638052,0.15020418,-0.26894947,-0.49087522,-1.0,-0.22683569,0.23834628,-0.081673015,-0.51300014,0.30641428,3
4335,0.11670927,-0.78298366,0.5238504,-0.3406983,0.84569423,-0.15711731,0.90076124,-0.32551134,-0.79880128,-0.5265022,-0.63412019,0.33788849,0.52524575,-0.37266076,0.61627669,0.0010051481,-0.17437294,-0.60093863,-0.45039398,-0.02237609,-0.042596472,-0.44378002,-0.52273731,-1.0,0.36624929,0.1316896,-0.20961431,-0.52040476,0.3183735,3
4336,0.17886194,-0.8071348,0.48872951,-0.35438071,0.82053304,-0.16907138,0.89385978,-0.32669526,-0.78180376,-0.38801453,-0.52017903,0.097222662,0.32189998,-0.37266076,0.72419987,-0.083528096,-0.32491816,-0.42010455,-0.40551903,0.18119387,-0.048759485,-0.35045519,-0.39326559,-0.93333333,0.078991427,0.22854383,-0.11904007,-0.51772741,0.3292801,3
